Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Row Type,Units On Hand,Notes
tgs-dino-running-dino,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DINO-RUNNING-DINO/angle3.jpg,2,Dino Running Dinosaur World Electric Series Toy,,,,,backlog_low_stock,,
tgs-dino-running-dino,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DINO-RUNNING-DINO/angle4.jpg,3,Dino Running Dinosaur World Electric Series Toy,,,,,backlog_low_stock,,
tgs-dream-unicorn-bubble,Dream Unicorn Bubble Camera Toy,<p>This toy is a bubble machine shaped like a camera with a unicorn on top. It is made of plastic and includes a bottle of bubble solution. The unicorn figure is decorative and does not move. The toy is intended for children aged 3 and up to create bubbles.</p><ul><li>Plastic body with unicorn decoration</li><li>Includes one bottle of bubble solution</li><li>Decorative unicorn figure on top</li><li>Designed for children aged 3+</li><li>Bubble-making mechanism visible on front</li></ul><p><strong>What's included:</strong></p><ul><li>Bubble camera toy</li><li>One bottle of bubble solution</li></ul>,The Toy Gift Shop,,Outdoor Toys,"bubble toy, unicorn toy, kids toy, bubble machine, plastic toy, 3+ age, outdoor toy, bubble solution, camera toy",FALSE,Title,Default Title,TGS-DREAM-UNICORN-BUBBLE,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-DREAM-UNICORN-BUBBLE/angle2.jpg,1,Dream Unicorn Bubble Camera Toy,FALSE,Dream Unicorn Bubble Camera Toy for Kids,Dream Unicorn Bubble Camera Toy for kids age 3+. Includes bubble solution. Plastic bubble machine with unicorn decoration.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/DREAM-UNICORN-BUBBLE-CAMERA-TOY
tgs-dream-unicorn-bubble,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DREAM-UNICORN-BUBBLE/angle3.jpg,2,Dream Unicorn Bubble Camera Toy,,,,,backlog_low_stock,,
tgs-dream-unicorn-bubble,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DREAM-UNICORN-BUBBLE/angle4.jpg,3,Dream Unicorn Bubble Camera Toy,,,,,backlog_low_stock,,
tgs-e99-pro-max,E99 Pro Max Remote Control Drone with Controller,<p>This remote control drone is designed for ages 14 and up. It features a foldable design with transparent arms and a camera. The drone is controlled by a handheld remote with two antennas. It comes with a carrying case and is intended for indoor and outdoor flying.</p><ul><li>Foldable plastic and transparent arms</li><li>Black remote with two antennas</li><li>Includes carrying case</li><li>Designed for ages 14+</li><li>Features a camera</li></ul><p><strong>What's included:</strong></p><ul><li>E99 Pro Max Drone</li><li>Remote Controller</li><li>Carrying Case</li><li>Accessories (as shown in packaging)</li></ul>,The Toy Gift Shop,,RC & Remote Control Toys,"drone, remote control, children, toys, electronics, folding, camera, controller, 14+",FALSE,Title,Default Title,TGS-E99-PRO-MAX,,shopify,0,deny,manual,8500.00,,TRUE,TRUE,output_pending/TGS-E99-PRO-MAX/angle2.jpg,1,E99 Pro Max Remote Control Drone with Controller,FALSE,E99 Pro Max Remote Control Drone for Ages 14+,"E99 Pro Max Remote Control Drone with controller, camera, and carrying case. Designed for ages 14+. Foldable design for indoor and outdoor flying.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/E99-PRO-MAX-REMOTE-CONTROL-DRONE
tgs-e99-pro-max,,,,,,,,,,,,,,,,,,,,output_pending/TGS-E99-PRO-MAX/angle3.jpg,2,E99 Pro Max Remote Control Drone with Controller,,,,,backlog_low_stock,,
tgs-e99-pro-max,,,,,,,,,,,,,,,,,,,,output_pending/TGS-E99-PRO-MAX/angle4.jpg,3,E99 Pro Max Remote Control Drone with Controller,,,,,backlog_low_stock,,
tgs-edu-laptop,Two in One Educational Laptop with Mouse for Ages 3+,"<p>This pink and white educational laptop toy is designed for children ages 3 and up. It features a screen with colorful icons for learning letters, numbers, and words. The laptop includes a keyboard and a mouse. The toy is made of plastic and is intended for educational play.</p><ul><li>Plastic construction with pink and white color scheme</li><li>Includes a mouse connected by a wire</li><li>Screen displays colorful icons for learning</li><li>Keyboard has letters A-Z and numbers 1-10</li><li>Intended for educational play for ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Educational laptop toy</li><li>Mouse with wire</li><li>Instruction booklet</li></ul>",The Toy Gift Shop,,Educational Toys,"educational laptop, learning toy, kids toy, spanish english, ages 3, keyboard toy, mouse toy, educational play, plastic toy",FALSE,Title,Default Title,TGS-EDU-LAPTOP,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-EDU-LAPTOP/angle2.jpg,1,Two in One Educational Laptop with Mouse for Ages 3+,FALSE,Two in One Educational Laptop for Ages 3+,"Pink and white educational laptop toy for ages 3+ with mouse, keyboard, and screen for learning letters, numbers, and words in Spanish and English.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/EDUCATIVO-TWO-IN-ONE-LEARNING-LAPTOP
tgs-edu-laptop,,,,,,,,,,,,,,,,,,,,output_pending/TGS-EDU-LAPTOP/angle3.jpg,2,Two in One Educational Laptop with Mouse for Ages 3+,,,,,backlog_low_stock,,
tgs-edu-laptop,,,,,,,,,,,,,,,,,,,,output_pending/TGS-EDU-LAPTOP/angle4.jpg,3,Two in One Educational Laptop with Mouse for Ages 3+,,,,,backlog_low_stock,,
tgs-elec-cartoon-dino,Electric Cartoon Dinosaur Toy with Sound and Movement,<p>This toy is a yellow cartoon dinosaur with brown mane and green accents. It has a lid on its back that opens to reveal small eggs inside. The toy moves and makes sounds when activated. It is made of hard plastic and is intended for children aged 3 and up.</p><ul><li>Made of hard plastic</li><li>Approximate size: 7 inches tall</li><li>Has a movable lid for eggs</li><li>Includes 2 small eggs in plastic bag</li><li>Designed for children 3 years and older</li></ul><p><strong>What's included:</strong></p><ul><li>Electric Cartoon Dinosaur Toy</li><li>2 small eggs in plastic bag</li></ul>,The Toy Gift Shop,,Animal & Dinosaur Toys,"dinosaur, electric, toys, cartoon, sound, movement, eggs, 3+, plastic",FALSE,Title,Default Title,TGS-ELEC-CARTOON-DINO,,shopify,0,deny,manual,2400.00,,TRUE,TRUE,output_pending/TGS-ELEC-CARTOON-DINO/angle2.jpg,1,Electric Cartoon Dinosaur Toy with Sound and Movement,FALSE,Electric Cartoon Dinosaur Toy with Sound and Movement,Electric cartoon dinosaur toy with sound and movement. Includes 2 eggs. For ages 3+. Hard plastic build.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/ELECTRIC-CARTOON-DINOSAUR-TOY
tgs-elec-cartoon-dino,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ELEC-CARTOON-DINO/angle3.jpg,2,Electric Cartoon Dinosaur Toy with Sound and Movement,,,,,backlog_low_stock,,
tgs-elec-cartoon-dino,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ELEC-CARTOON-DINO/angle4.jpg,3,Electric Cartoon Dinosaur Toy with Sound and Movement,,,,,backlog_low_stock,,
tgs-fig-football-star-07por,FIFA Ronaldo 2026 World Cup Football Figure (Portugal),<p></p>,The Toy Gift Shop,,Action Figures & Characters,,FALSE,Title,Default Title,TGS-FIG-FOOTBALL-STAR-07POR,,shopify,0,deny,manual,1250.00,,TRUE,TRUE,output_pending/TGS-FIG-FOOTBALL-STAR-07POR/angle11.jpg,1,FIFA Ronaldo 2026 World Cup Football Figure (Portugal),FALSE,FIFA Ronaldo 2026 World Cup Football Figure (Portugal),,draft,backlog_low_stock,1,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/FIFA-RONALDO-2026-WORLD-CUP-PORTUGAL-FIGURE
tgs-fig-football-star-07por,,,,,,,,,,,,,,,,,,,,output_pending/TGS-FIG-FOOTBALL-STAR-07POR/angle12.jpg,2,FIFA Ronaldo 2026 World Cup Football Figure (Portugal),,,,,backlog_low_stock,,
tgs-fig-football-star-07por,,,,,,,,,,,,,,,,,,,,output_pending/TGS-FIG-FOOTBALL-STAR-07POR/angle13.jpg,3,FIFA Ronaldo 2026 World Cup Football Figure (Portugal),,,,,backlog_low_stock,,
tgs-four-players-dice,Four Players Dice Board Game,"<p>This is a four-player dice board game in a wooden frame with colored number blocks and dice. The game board has a green center and numbered tracks on all sides. It is for children and includes dice and numbered blocks. The game is designed for 4 players.</p><ul><li>Wooden frame with green center</li><li>Includes 10 numbered blocks per color (red, blue, yellow, green)</li><li>Includes 5 dice (green, yellow, red, blue, white)</li><li>Game for 4 players</li><li>Age recommendation: 3 years and up</li></ul><p><strong>What's included:</strong></p><ul><li>Wooden game board</li><li>10 red numbered blocks</li><li>10 blue numbered blocks</li><li>10 yellow numbered blocks</li><li>10 green numbered blocks</li><li>5 dice (green, yellow, red, blue, white)</li></ul>",The Toy Gift Shop,,Board Games,"dice, board game, family game, wooden, children, 4 players, game for kids, toys, games",FALSE,Title,Default Title,TGS-FOUR-PLAYERS-DICE,,shopify,0,deny,manual,3300.00,,TRUE,TRUE,output_pending/TGS-FOUR-PLAYERS-DICE/angle2.jpg,1,Four Players Dice Board Game,FALSE,Four Players Dice Board Game for Kids,Four Players Dice Board Game for kids age 3+. Wooden frame with colored numbered blocks and dice. Great for family game nights.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/FOUR-PLAYERS-DICE-BOARD-GAME
tgs-four-players-dice,,,,,,,,,,,,,,,,,,,,output_pending/TGS-FOUR-PLAYERS-DICE/angle3.jpg,2,Four Players Dice Board Game,,,,,backlog_low_stock,,
tgs-four-players-dice,,,,,,,,,,,,,,,,,,,,output_pending/TGS-FOUR-PLAYERS-DICE/front.jpg,3,Four Players Dice Board Game,,,,,backlog_low_stock,,
tgs-gear-dino,Gear Dinosaur Toy with Musical and Light Effects,<p>A green plastic dinosaur toy with visible internal gears. It plays music and lights up when activated. The toy is designed for children aged 3 and up. It has a long neck and a smiling face with a yellow crest on its head. The toy is shown in its packaging and out of the box.</p><ul><li>Made of green plastic</li><li>Approximately 10 inches tall</li><li>Internal gears visible through clear plastic</li><li>Includes musical and light effects</li><li>Intended for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Gear Dinosaur Toy</li><li>Instruction Manual</li></ul>,The Toy Gift Shop,,Animal & Dinosaur Toys,"dinosaur, toy, gear, music, light, children, age 3, plastic, play",FALSE,Title,Default Title,TGS-GEAR-DINO,,shopify,0,deny,manual,2000.00,,TRUE,TRUE,output_pending/TGS-GEAR-DINO/angle2.jpg,1,Gear Dinosaur Toy with Musical and Light Effects,FALSE,Gear Dinosaur Toy with Music and Lights for Ages 3+,Gear Dinosaur Toy with musical and light effects. Green plastic dinosaur with visible gears. Ages 3+. Includes instruction manual.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/GEAR-DINOSAUR-TOY
tgs-gear-dino,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GEAR-DINO/angle3.jpg,2,Gear Dinosaur Toy with Musical and Light Effects,,,,,backlog_low_stock,,
tgs-gear-dino,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GEAR-DINO/angle4.jpg,3,Gear Dinosaur Toy with Musical and Light Effects,,,,,backlog_low_stock,,
tgs-grass-frog,Grass Frog Light/Sound Toy with Mechanical Drive,"<p>This green frog toy has a transparent body showing internal gears. It moves by a mechanical drive that turns the gears against each other. It produces light and sound effects. The toy is for children aged 3 and up. It is made of plastic and has a small red button on the head.</p><ul><li>Made of green plastic with a transparent body</li><li>Small size, approximately 4 inches long</li><li>Internal mechanical gears that turn against each other</li><li>Includes one green frog toy</li><li>Intended for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 x Green Grass Frog Toy</li></ul>",The Toy Gift Shop,,Novelty & Fun Toys,"grass frog, light sound toy, mechanical drive, children toys, novelty toy, age 3, plastic toy, gears toy, fun toy",FALSE,Title,Default Title,TGS-GRASS-FROG,,shopify,0,deny,manual,1750.00,,TRUE,TRUE,output_pending/TGS-GRASS-FROG/angle2.jpg,1,Grass Frog Light/Sound Toy with Mechanical Drive,FALSE,Grass Frog Light Sound Toy with Mechanical Drive,Green Grass Frog toy with light and sound effects. Moves by mechanical gears. For ages 3+. Made of plastic. Includes one toy.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/GRASS-FROG-LIGHT-SOUND-TOY
tgs-grass-frog,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GRASS-FROG/angle3.jpg,2,Grass Frog Light/Sound Toy with Mechanical Drive,,,,,backlog_low_stock,,
tgs-grass-frog,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GRASS-FROG/front.jpg,3,Grass Frog Light/Sound Toy with Mechanical Drive,,,,,backlog_low_stock,,
tgs-green-truck,Green Truck Toy with Remote Control and Sound,<p>This is a green toy truck with a remote control and sound features. It is made of plastic and has a container-style cargo bed. The truck can move forward and backward and has a door that opens. It is designed for children aged 3 and up.</p><ul><li>Plastic construction</li><li>1:16 scale model</li><li>Remote control included</li><li>Sound and light features</li><li>Openable door on cab</li></ul><p><strong>What's included:</strong></p><ul><li>Green toy truck</li><li>Remote control</li><li>Battery pack (in plastic bag)</li></ul>,The Toy Gift Shop,,RC & Remote Control Toys,"truck, remote control, toy, children, green, sound, plastic, 3+, 1:16 scale",FALSE,Title,Default Title,TGS-GREEN-TRUCK,,shopify,0,deny,manual,5100.00,,TRUE,TRUE,output_pending/TGS-GREEN-TRUCK/angle2.jpg,1,Green Truck Toy with Remote Control and Sound,FALSE,Green Remote Control Truck Toy with Sound,Green remote control truck toy with sound and openable door. Ages 3+. Includes remote and batteries. Plastic construction.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/GREEN-TRUCK-REMOTE-CONTROL-TOY
tgs-green-truck,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GREEN-TRUCK/angle3.jpg,2,Green Truck Toy with Remote Control and Sound,,,,,backlog_low_stock,,
tgs-green-truck,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GREEN-TRUCK/angle4.jpg,3,Green Truck Toy with Remote Control and Sound,,,,,backlog_low_stock,,
tgs-baby-games-console,Baby Games Console Activity Toy with Buttons and Lights,"<p>This is a baby activity toy shaped like a game console. It has colorful buttons, a slider, and a light-up flower. The toy is made of plastic. It is designed for babies to press buttons and slide the slider to activate sounds and lights. It is intended for early education and sensory play.</p><ul><li>Plastic construction</li><li>Includes 1 console toy</li><li>Features colorful buttons and a light-up flower</li><li>Has a slider and sound buttons</li><li>Intended for early education and sensory play</li></ul><p><strong>What's included:</strong></p><ul><li>1 Baby Games Console Activity Toy</li></ul>",The Toy Gift Shop,,Baby & Toddler Toys,"baby toy, activity toy, sensory toy, games console, 18 months, early education, plastic toy, colorful buttons, light up",FALSE,Title,Default Title,TGS-BABY-GAMES-CONSOLE,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-BABY-GAMES-CONSOLE/angle2.jpg,1,Baby Games Console Activity Toy with Buttons and Lights,FALSE,Baby Games Console Activity Toy for 18M+,"Baby Games Console Activity Toy with buttons, lights, and a slider for sensory play. Safe, reliable baby toy for early education. Ideal for 18 months and up.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/HUANGER-BABY-GAMES-CONSOLE
tgs-baby-games-console,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BABY-GAMES-CONSOLE/angle3.jpg,2,Baby Games Console Activity Toy with Buttons and Lights,,,,,backlog_low_stock,,
tgs-baby-games-console,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BABY-GAMES-CONSOLE/angle4.jpg,3,Baby Games Console Activity Toy with Buttons and Lights,,,,,backlog_low_stock,,
tgs-inflatabl-sofa-lounger,Inflatable Lounger Sofa - Single Size,"<p>This is an inflatable lounger sofa designed for single use. It inflates to provide a soft, cushioned seating area. It is intended for outdoor use on grass or other flat surfaces. The product is shown in multiple colors on the packaging.</p><ul><li>Made of inflatable material</li><li>Single size for one person</li><li>Inflates to form a seated area</li><li>Includes one inflatable lounger</li><li>Intended for outdoor use</li></ul><p><strong>What's included:</strong></p><ul><li>1 inflatable lounger sofa</li></ul>",The Toy Gift Shop,,Novelty & Fun Toys,"inflatable, lounger, outdoor, sofa, toy, kids, teen, grass, inflatable sofa",FALSE,Title,Default Title,TGS-INFLATABL-SOFA-LOUNGER,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INFLATABL-SOFA-LOUNGER/angle2.jpg,1,Inflatable Lounger Sofa - Single Size,FALSE,Inflatable Lounger Sofa Single Size Outdoor Toy,Inflatable lounger sofa for single use. Perfect for outdoor fun on grass. Inflates easily for comfortable seating. Ideal for kids and teens.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INFLATABLE-LOUNGER-SOFA-SINGLE-SIZE
tgs-inflatabl-sofa-lounger,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-SOFA-LOUNGER/angle3.jpg,2,Inflatable Lounger Sofa - Single Size,,,,,backlog_low_stock,,
tgs-inflatabl-sofa-lounger,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-SOFA-LOUNGER/front.jpg,3,Inflatable Lounger Sofa - Single Size,,,,,backlog_low_stock,,
tgs-inflatabl-sofa-round,Inflatable Round Sofa Chair - Single Size,"<p>This is an inflatable round sofa chair designed for single use. It inflates using a pump and deflates for storage. The chair is made of a soft, flexible material. It is intended for casual seating in indoor or outdoor settings.</p><ul><li>Made of soft, flexible material</li><li>Single size: 85cm x 70cm</li><li>Includes pump for inflation</li><li>Designed for indoor and outdoor use</li><li>Inflatable for comfortable seating</li></ul><p><strong>What's included:</strong></p><ul><li>Inflatable round sofa chair</li><li>Inflation pump</li></ul>",The Toy Gift Shop,,Novelty & Fun Toys,"inflatable, sofa, chair, round, single, outdoor, indoor, toy, novelty, fun, seating",FALSE,Title,Default Title,TGS-INFLATABL-SOFA-ROUND,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INFLATABL-SOFA-ROUND/angle2.jpg,1,Inflatable Round Sofa Chair - Single Size,FALSE,Inflatable Round Sofa Chair Single Size,"Inflatable round sofa chair for single use. Soft, flexible material. Includes pump. For indoor and outdoor casual seating.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INFLATABLE-ROUND-SOFA-CHAIR-SINGLE-SIZE
tgs-inflatabl-sofa-round,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-SOFA-ROUND/angle3.jpg,2,Inflatable Round Sofa Chair - Single Size,,,,,backlog_low_stock,,
tgs-inflatabl-sofa-round,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-SOFA-ROUND/front.jpg,3,Inflatable Round Sofa Chair - Single Size,,,,,backlog_low_stock,,
tgs-insul-coffee-tumbler,Insulated Coffee Tumbler with Strap,<p>This insulated coffee tumbler has a dark green body with a clear lid and a black strap. It features printed text including &#x27;NICE TIME ENJOY EVERY DAY COFFEE&#x27;. The lid has a flip-top straw mechanism. The tumbler is designed for holding beverages.</p><ul><li>Dark green insulated body</li><li>Clear plastic lid with flip-top straw</li><li>Black fabric strap with white text</li><li>Printed text: &#x27;NICE TIME ENJOY EVERY DAY COFFEE&#x27;</li><li>Designed for holding hot or cold drinks</li></ul><p><strong>What's included:</strong></p><ul><li>Insulated coffee tumbler</li><li>Clear plastic lid with straw mechanism</li><li>Black fabric strap with printed text</li></ul>,The Toy Gift Shop,,Drinkware,"coffee, tumbler, insulated, drinkware, strap, lid, straw, adult, beverage",FALSE,Title,Default Title,TGS-INSUL-COFFEE-TUMBLER,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INSUL-COFFEE-TUMBLER/angle2.jpg,1,Insulated Coffee Tumbler with Strap,FALSE,Insulated Coffee Tumbler with Strap,"Dark green insulated coffee tumbler with clear lid, flip-top straw, and black strap. Designed for holding beverages. Includes strap and lid.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INSULATED-COFFEE-TUMBLER-WITH-STRAP
tgs-insul-coffee-tumbler,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INSUL-COFFEE-TUMBLER/angle3.jpg,2,Insulated Coffee Tumbler with Strap,,,,,backlog_low_stock,,
tgs-insul-coffee-tumbler,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INSUL-COFFEE-TUMBLER/angle4.jpg,3,Insulated Coffee Tumbler with Strap,,,,,backlog_low_stock,,
tgs-insul-tumbler-gradient,Insulated Travel Tumbler with Handle,"<p>A tumbler that lives in the car&#x27;s cup holder, goes to the office and comes back for the school run. The stainless body is insulated, so a cold drink survives a Karachi afternoon and chai stays hot through a long meeting. It tapers at the base to fit a standard holder, the moulded handle gives you something to hold on to, and the clear flip lid opens with one thumb. The finish runs from soft grey into black towards the bottom — plain enough for a desk, not so plain that it goes missing in a staffroom. Good to know Not a toy — this one is for grown-ups, or for older children who can manage a full cup. Hand wash only; not for the microwave. In the box: tumbler with side handle and clear flip lid. Gift wrap and a handwritten card can be added on this page; we dispatch gift orders within 48 hours. Delivered across Pakistan in 3–5 working days, sooner in Karachi, Lahore and Islamabad. Cash on delivery available.</p><p><strong>What's included:</strong></p><ul><li>1x insulated tumbler with handle</li><li>1x clear flip lid</li></ul>",The Toy Gift Shop,,Drinkware,,FALSE,Title,Default Title,TGS-INSUL-TUMBLER-GRADIENT,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INSUL-TUMBLER-GRADIENT/front.jpg,1,Insulated Travel Tumbler with Handle,FALSE,Insulated Travel Tumbler with Handle in Pakistan | Toy Gift Shop,,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INSULATED-TRAVEL-TUMBLER-GRADIENT-HANDLE
tgs-insul-tumbler-handle,Insulated Tumbler with Handle and Straw Lid,<p>This insulated tumbler has a handle for holding and a lid with a straw. The body is decorated with a black and white heart pattern. It is designed for drinking beverages.</p><ul><li>Insulated body with heart pattern</li><li>White plastic handle</li><li>White lid with straw</li><li>Stainless steel rim</li><li>For holding drinks on the go</li></ul><p><strong>What's included:</strong></p><ul><li>Insulated tumbler with handle</li><li>White lid with straw</li></ul>,The Toy Gift Shop,,Drinkware,"tumbler, drinkware, handle, straw, heart, insulated, lid, stainless steel, decor",FALSE,Title,Default Title,TGS-INSUL-TUMBLER-HANDLE,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INSUL-TUMBLER-HANDLE/angle2.jpg,1,Insulated Tumbler with Handle and Straw Lid,FALSE,Insulated Tumbler with Handle and Straw Lid,Insulated tumbler with handle and straw lid. Black and white heart pattern. Stainless steel rim. For holding drinks on the go.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INSULATED-TUMBLER-HEART-PATTERN-STRAW-LID
tgs-insul-tumbler-handle,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INSUL-TUMBLER-HANDLE/angle3.jpg,2,Insulated Tumbler with Handle and Straw Lid,,,,,backlog_low_stock,,
tgs-insul-tumbler-handle,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INSUL-TUMBLER-HANDLE/front.jpg,3,Insulated Tumbler with Handle and Straw Lid,,,,,backlog_low_stock,,
tgs-bear-inflatabl-chair,"Intex Bear Inflatable Chair for Kids, Wet Set Collection, Age 3-8 Years",<p>This is an inflatable chair shaped like a bear. It is designed for children to sit on in water. The chair inflates with a pump (not included) and is made of vinyl. It is part of the Wet Set Collection and is intended for use in pools or bathtubs. The box indicates it is for ages 3-8 years.</p><ul><li>VINYL MATERIAL</li><li>65CM X 64CM X 79CM</li><li>INFLATABLE BEAR SHAPE</li><li>FOR AGES 3-8</li><li>INCLUDES INFLATABLE CHAIR</li></ul><p><strong>What's included:</strong></p><ul><li>INFLATABLE BEAR CHAIR</li></ul>,The Toy Gift Shop,,Animal & Dinosaur Toys,"inflatable, bear, chair, kids, pool, bathtub, water, animal, intex, wet set, age 3-8",FALSE,Title,Default Title,TGS-BEAR-INFLATABL-CHAIR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-BEAR-INFLATABL-CHAIR/angle2.jpg,1,"Intex Bear Inflatable Chair for Kids, Wet Set Collection, Age 3-8 Years",FALSE,Intex Bear Inflatable Chair for Kids 3-8,Intex Bear Inflatable Chair for kids ages 3-8. Vinyl inflatable animal chair for pool or bath. Wet Set Collection. Includes one chair.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INTEX-BEAR-INFLATABLE-CHAIR
tgs-bear-inflatabl-chair,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BEAR-INFLATABL-CHAIR/front.jpg,2,"Intex Bear Inflatable Chair for Kids, Wet Set Collection, Age 3-8 Years",,,,,backlog_low_stock,,
tgs-inflatabl-baby-pool,INTEX Inflatable Baby Pool with Air Lock Pump for Ages 0-1,<p>This is an inflatable baby pool designed for infants aged 0-1. It comes with an air lock pump for inflation. The pool is shown in a pink box with images of a mother and baby using it. Dimensions are listed as 89cm x 66cm x 25cm (35&quot; x 26&quot; x 10&quot;).</p><ul><li>Inflatable plastic material</li><li>Dimensions: 89cm x 66cm x 25cm</li><li>Includes air lock pump</li><li>Designed for ages 0-1</li><li>Features a circular shape with textured surface</li></ul><p><strong>What's included:</strong></p><ul><li>Inflatable baby pool</li><li>Air lock pump</li></ul>,The Toy Gift Shop,,Water & Beach Toys,"baby pool, inflatable, intex, 0-1, air lock pump, water toy, infant, pump included, pink",FALSE,Title,Default Title,TGS-INFLATABL-BABY-POOL,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-INFLATABL-BABY-POOL/angle2.jpg,1,INTEX Inflatable Baby Pool with Air Lock Pump for Ages 0-1,FALSE,INTEX Inflatable Baby Pool for Ages 0-1,"INTEX Inflatable Baby Pool with Air Lock Pump for Ages 0-1. Includes pump, dimensions 89cm x 66cm x 25cm. Safe for infant use.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/INTEX-INFLATABLE-BABY-POOL
tgs-inflatabl-baby-pool,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-BABY-POOL/angle3.jpg,2,INTEX Inflatable Baby Pool with Air Lock Pump for Ages 0-1,,,,,backlog_low_stock,,
tgs-inflatabl-baby-pool,,,,,,,,,,,,,,,,,,,,output_pending/TGS-INFLATABL-BABY-POOL/front.jpg,3,INTEX Inflatable Baby Pool with Air Lock Pump for Ages 0-1,,,,,backlog_low_stock,,
