Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
tgs-uno-no-mercy,,,,,,,,,,,,,,,,,,,,output_pending/TGS-UNO-NO-MERCY/angle3.jpg,2,UNO Show 'Em No Mercy Card Game,,,,
tgs-uno-no-mercy,,,,,,,,,,,,,,,,,,,,output_pending/TGS-UNO-NO-MERCY/front.jpg,3,UNO Show 'Em No Mercy Card Game,,,,
tgs-uno-travel-case,UNO 2-Deck Travel Case Card Game,<p>Two UNO card decks (red and blue) housed in a hard plastic travel case for easy carrying. Classic UNO matching and action-card gameplay. For ages 7 and up.</p><ul><li>2 UNO card decks in a hard travel case</li><li>Red and blue deck colours</li><li>Classic UNO matching gameplay</li><li>For ages 7 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 red UNO deck</li><li>1 blue UNO deck</li><li>1 hard plastic travel case</li></ul>,The Toy Gift Shop,,Board Games,"age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",FALSE,Title,Default Title,TGS-UNO-TRAVEL-CASE,,shopify,2,deny,manual,1500.00,,TRUE,TRUE,output_pending/TGS-UNO-TRAVEL-CASE/angle2.jpg,1,UNO 2-Deck Travel Case Card Game,FALSE,UNO 2-Deck Travel Case Card Game in Pakistan | Toy Gift Shop,"UNO 2-deck travel case card game, red and blue decks in a hard case. Ages 7+.",draft
tgs-uno-travel-case,,,,,,,,,,,,,,,,,,,,output_pending/TGS-UNO-TRAVEL-CASE/angle3.jpg,2,UNO 2-Deck Travel Case Card Game,,,,
tgs-uno-travel-case,,,,,,,,,,,,,,,,,,,,output_pending/TGS-UNO-TRAVEL-CASE/front.jpg,3,UNO 2-Deck Travel Case Card Game,,,,
tgs-water-canvas,Magical Water Canvas Reusable Doodle Mat with Pen,"<p>A reusable doodle mat that reveals colour when filled with water using the included pen. Draw on the mat and the pattern disappears as it dries, so it can be used again and again. The pen only works on the mat. Sold in assorted designs (ocean/animal theme mat with pen, and a folded alphabet-border mat). For ages 3 and up.</p><ul><li>Fill the doodle pen with water to write on the mat</li><li>Pattern fades and the mat can be reused</li><li>Pen only works on the doodle mat</li><li>Supports colour recognition and creativity</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 doodle mat</li><li>1 water pen</li></ul>",The Toy Gift Shop,,"Arts, Crafts & Creative Toys","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Drawing & Colouring",FALSE,Title,Default Title,TGS-WATER-CANVAS,,shopify,1,deny,manual,2750.00,,TRUE,TRUE,output_pending/TGS-WATER-CANVAS/angle2.jpg,1,Magical Water Canvas Reusable Doodle Mat with Pen,FALSE,Magic Water Canvas Doodle Mat in Pakistan | Toy Gift Shop,"Magical Water Canvas reusable doodle mat with water pen. Mess-free, reusable drawing for ages 3+.",draft
tgs-water-canvas,,,,,,,,,,,,,,,,,,,,output_pending/TGS-WATER-CANVAS/angle3.jpg,2,Magical Water Canvas Reusable Doodle Mat with Pen,,,,
tgs-water-canvas,,,,,,,,,,,,,,,,,,,,output_pending/TGS-WATER-CANVAS/angle4.jpg,3,Magical Water Canvas Reusable Doodle Mat with Pen,,,,
tgs-wd-busy-board,Wooden Busy Board with Blue Strap for Babies 36m+,"<p>This wooden busy board is designed for babies 36 months and older. It features a yellow and black striped panel, multiple interactive elements including buttons and knobs, and a blue strap for hanging. The board is made of wood and is intended for sensory and motor skill development.</p><ul><li>Made of wood</li><li>Features interactive elements</li><li>Includes a blue strap</li><li>Intended for babies 36m+</li><li>Has multiple moving parts</li></ul><p><strong>What's included:</strong></p><ul><li>Wooden busy board</li><li>Blue strap</li></ul>",The Toy Gift Shop,,Baby & Toddler Toys,"age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Activity Toys",FALSE,Title,Default Title,TGS-WD-BUSY-BOARD,,shopify,1,deny,manual,2250.00,,TRUE,TRUE,output_pending/TGS-WD-BUSY-BOARD/angle2.jpg,1,Wooden Busy Board with Blue Strap for Babies 36m+,FALSE,Wooden Busy Board in Pakistan | Toy Gift Shop,"Wooden busy board for babies 36 months and older with interactive buttons, knobs, and a blue strap for sensory and motor skill development.",draft
tgs-wd-busy-board,,,,,,,,,,,,,,,,,,,,output_pending/TGS-WD-BUSY-BOARD/angle3.jpg,2,Wooden Busy Board with Blue Strap for Babies 36m+,,,,
tgs-wd-busy-board,,,,,,,,,,,,,,,,,,,,output_pending/TGS-WD-BUSY-BOARD/angle4.jpg,3,Wooden Busy Board with Blue Strap for Babies 36m+,,,,
tgs-avengers-mag-drawing,Avengers Age of Ultron Magnetic Drawing Board with 380 Ball Pops,"<p>An Avengers Age of Ultron magnetic drawing board, called a Magpad on the box: a lattice board of 380 ball pops. Drag the magnetic stylus over the surface and the beads pop up to draw letters, shapes and pictures; wipe them back with a fingertip. The box gives the size as 218 x 175 x 15 mm. Ages 3+.</p><ul><li>380 ball pops in the lattice board</li><li>Magnetic stylus draws letters, shapes and pictures</li><li>Erase with a fingertip</li><li>Size 218 x 175 x 15 mm as printed on the box</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Magnetic drawing board</li><li>Magnetic stylus</li></ul>",The Toy Gift Shop,,"Arts, Crafts & Creative Toys","avengers, magnetic, drawing, art, crafts, children, 3+, toy, board",FALSE,Title,Default Title,TGS-AVENGERS-MAG-DRAWING,,shopify,0,deny,manual,2250.00,,TRUE,TRUE,output_pending/TGS-AVENGERS-MAG-DRAWING/angle2.jpg,1,Avengers Age of Ultron Magnetic Drawing Board with 380 Ball Pops,FALSE,Avengers Magnetic Drawing Board with 380 Ball Pops,"Avengers Age of Ultron magnetic drawing board with 380 ball pops and a magnetic stylus. Draw, erase with a fingertip. Ages 3+.",draft
tgs-avengers-mag-drawing,,,,,,,,,,,,,,,,,,,,output_pending/TGS-AVENGERS-MAG-DRAWING/angle3.jpg,2,Avengers Age of Ultron Magnetic Drawing Board with 380 Ball Pops,,,,
tgs-avengers-mag-drawing,,,,,,,,,,,,,,,,,,,,output_pending/TGS-AVENGERS-MAG-DRAWING/angle4.jpg,3,Avengers Age of Ultron Magnetic Drawing Board with 380 Ball Pops,,,,
tgs-cars-rc-radio,Cars RC Radio Control Car – Dinoco 51,"<p>A Cars radio control car in the yellow Dinoco 51 livery, with a steering-wheel remote. The box is Cars 3 branded, ages 3+. Comes with AA batteries and a USB charging cable.</p><ul><li>Yellow Dinoco 51 race car</li><li>Steering-wheel remote control</li><li>AA batteries and USB cable included</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Yellow radio control car</li><li>Red and black remote control</li><li>4 AA batteries</li><li>USB charging cable</li></ul>",The Toy Gift Shop,,RC & Remote Control Toys,"rc car, cars toy, remote control, toy vehicle, childrens toys, cars movie, radio control, age 3, plastic toy",FALSE,Title,Default Title,TGS-CARS-RC-RADIO,,shopify,0,deny,manual,4250.00,,TRUE,TRUE,output_pending/TGS-CARS-RC-RADIO/angle2.jpg,1,Cars RC Radio Control Car – Dinoco 51,FALSE,Cars Rc Radio Control Car Remote Toy,"Radio control car based on Cars movie. Includes remote, batteries, and USB cable. Ages 3+. Plastic toy vehicle for play.",draft
tgs-cars-rc-radio,,,,,,,,,,,,,,,,,,,,output_pending/TGS-CARS-RC-RADIO/angle3.jpg,2,Cars RC Radio Control Car – Dinoco 51,,,,
tgs-cars-rc-radio,,,,,,,,,,,,,,,,,,,,output_pending/TGS-CARS-RC-RADIO/front.jpg,3,Cars RC Radio Control Car – Dinoco 51,,,,
tgs-me-slide,Despicable Me 2 Minion Slide Toy,"<p>A Despicable Me 2 slide toy with light and sound: a yellow base with a white staircase and a red curving slide track, plus little Minion figures to send down the slide.</p><ul><li>Light and sound</li><li>Yellow base, white staircase and red slide track</li><li>Comes with small Minion figures</li><li>Despicable Me 2 box design</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Slide base with staircase and track</li><li>Minion figures</li></ul>",The Toy Gift Shop,,Novelty & Fun Toys,"minion, despicable me, slide toy, sports toy, childrens toys, 3 years old, indoor play, plastic, minions",FALSE,Title,Default Title,TGS-ME-SLIDE,,shopify,0,deny,manual,1450.00,,TRUE,TRUE,output_pending/TGS-ME-SLIDE/angle2.jpg,1,Despicable Me 2 Minion Slide Toy,FALSE,Despicable Me Minion Slide Toy for Kids,"Despicable Me 2 Minion slide toy with light and sound: staircase, red slide track and little Minion figures. Ages 3+.",draft
tgs-me-slide,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ME-SLIDE/angle3.jpg,2,Despicable Me 2 Minion Slide Toy,,,,
tgs-me-slide,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ME-SLIDE/angle4.jpg,3,Despicable Me 2 Minion Slide Toy,,,,
tgs-justice-league-figs,Justice League Chibi Figure Set of 4,"<p>A set of four chibi-style action figures featuring Justice League characters. Each figure stands on a circular base. The figures are made of hard plastic. The packaging indicates they are for ages 3 and up. The figures are designed for display and play.</p><ul><li>Made of hard plastic</li><li>Each figure stands about 3 inches tall</li><li>Includes 4 figures: Batman, Superman, The Flash, and The Joker</li><li>Figures come with circular bases</li><li>Intended for ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>4 chibi-style action figures (Batman, Superman, The Flash, The Joker)</li><li>4 circular plastic bases</li><li>1 cardboard packaging box</li></ul>",The Toy Gift Shop,,Action Figures & Characters,"justice league, chibi figures, action figures, superman, batman, the flash, the joker, collectible toys, ages 3+",FALSE,Title,Default Title,TGS-JUSTICE-LEAGUE-FIGS,,shopify,0,deny,manual,2800.00,,TRUE,TRUE,output_pending/TGS-JUSTICE-LEAGUE-FIGS/angle2.jpg,1,Justice League Chibi Figure Set of 4,FALSE,Justice League Chibi Figures Set of 4,"Collect the Justice League in chibi style! This set includes 4 action figures: Batman, Superman, The Flash, and The Joker. Made of hard plastic, for ages 3+.",draft
tgs-justice-league-figs,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JUSTICE-LEAGUE-FIGS/angle3.jpg,2,Justice League Chibi Figure Set of 4,,,,
tgs-justice-league-figs,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JUSTICE-LEAGUE-FIGS/angle4.jpg,3,Justice League Chibi Figure Set of 4,,,,
tgs-deform-robot-car,Two in One Deform Robot Car with Lightning McQueen Design,"<p>A 2-in-1 deform toy: a red race car with big cartoon eyes and a smile that transforms into a robot. It is styled after Lightning McQueen, the red race car from the Cars films.</p><ul><li>Red race car with cartoon eyes and smile</li><li>Transforms from car into robot</li><li>One toy, two ways to play</li><li>Styled after Lightning McQueen from Cars</li></ul><p><strong>What's included:</strong></p><ul><li>1 x 2-in-1 transforming robot car</li></ul>",The Toy Gift Shop,,Robots & Electronic Toys,"transforming car, robot car, deform car, race car, lightning mcqueen, cars",FALSE,Title,Default Title,TGS-DEFORM-ROBOT-CAR,,shopify,0,deny,manual,2850.00,,TRUE,TRUE,output_pending/TGS-DEFORM-ROBOT-CAR/angle2.jpg,1,Two in One Deform Robot Car with Lightning McQueen Design,FALSE,Two in One Deform Robot Car with Lightning McQueen Design,2-in-1 deform robot car styled after Lightning McQueen: a red cartoon race car that transforms into a robot. Ages 3+.,draft
tgs-deform-robot-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DEFORM-ROBOT-CAR/angle3.jpg,2,Two in One Deform Robot Car with Lightning McQueen Design,,,,
tgs-deform-robot-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DEFORM-ROBOT-CAR/angle4.jpg,3,Two in One Deform Robot Car with Lightning McQueen Design,,,,
tgs-winnie-pooh,Winnie The Pooh Action Figure,<p>A Winnie the Pooh figure in a Mickey Mouse &amp; Friends window box. The box says his hands and feet can move. Ages 3+.</p><ul><li>Winnie the Pooh in his red top</li><li>Hands and feet can move</li><li>Mickey Mouse &amp; Friends box</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>1 Winnie the Pooh figure</li></ul>,The Toy Gift Shop,,Action Figures & Characters,"winnie the pooh, action figure, mickey mouse, friends, toy, children, 3 years, movable hands, hard plastic",FALSE,Title,Default Title,TGS-WINNIE-POOH,,shopify,0,deny,manual,3250.00,,TRUE,TRUE,output_pending/TGS-WINNIE-POOH/angle2.jpg,1,Winnie The Pooh Action Figure,FALSE,Winnie The Pooh Action Figure - Mickey Mouse & Friends,Winnie The Pooh action figure with movable hands and feet. Age 3+. Hard plastic. Includes 1 figure. Packaged with clear plastic bubble and pink box.,draft
tgs-winnie-pooh,,,,,,,,,,,,,,,,,,,,output_pending/TGS-WINNIE-POOH/angle3.jpg,2,Winnie The Pooh Action Figure,,,,
tgs-winnie-pooh,,,,,,,,,,,,,,,,,,,,output_pending/TGS-WINNIE-POOH/angle4.jpg,3,Winnie The Pooh Action Figure,,,,
